Docket,Order_No,Despatch Date,Requesting Depot,Collect Depot,Consignor Name,ConsignorPostCode,Consignee Name,Consignee Address 1,Consignee Address 2,Consignee Address 3,Consignee Address 4,Consignee Postcode,Delivery Depot,Trunk,Service,Delivery Time,Half Pallets,Half Weight,Full Pallets,Full Weight,Half Oversize Pallets,Half Oversize Weight,Full Oversize Pallets,Full Oversize Weight,Remarks 1,Remarks 2,Delivery Date,Revenue,Insure Value,Manifest Date,Quarter Pallets,Quarter Weight,Customer Own Paperwork,Consignor Account,Consignee Contact,Consignee Tel,Day Time Freight,Insurance Charge,Insured Name,Insured Email,Entered By,OOG3 Pallets,OOG3 Weight,OOG4 Pallets,OOG4 Weight,Not Used 1,Not Used 2,Hazchem,Customer Reference,Not Used 4,Hazchem Weight,Consignor Email
,,14122022,51,51,,,Kerry Woods,Test,Test,Test,Test,DA17 5DB,,,NDTL,,1,100,2,200,3,300,4,400,,,,,,14122022,0,0,,APL001,,,,,,,,0,0,0,0,,,,TEST 34,,,
,,14122022,51,51,,,Kevin Holland,Test,Test,Test,Test,B76 9EH,,,ND,,3,400,0,0,0,0,0,0,,,,,,14122022,0,0,,RINK01,,,,,,,,0,0,0,0,,,,TEST 35,,,
,,14122022,51,51,,,Colby Covington,Test,Test,Test,Test,SA71 4TA,,,EC,,10,400,0,0,0,0,0,0,,,,,,14122022,0,0,,PIPE01,,,,,,,,0,0,0,0,,,,TEST 36,,,
,,14122022,51,51,,,Greg McRobert,Test,Test,Test,Test,BN3 8PP,,,AM,,0,0,1,700,0,0,0,0,,,,,,14122022,0,0,,PHEEB1,,,,,,,,0,0,0,0,,,,TEST 37,,,
,,14122022,51,51,,,Stevie Orbell,Test,Test,Test,Test,TF2 8BN,,,AMTL,,1,200,1,500,1,200,1,1000,,,,,,14122022,0,0,,ZCUTTLE,,,,,,,,0,0,0,0,,,,TEST 38,,,
,,14122022,51,51,,,Jordan Bulpitt,Test,Test,Test,Test,HP9 2QA,,,BKIN,,1,200,1,400,0,0,0,0,,,,,,14122022,0,0,,KES001,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 39,,,
,,14122022,51,51,,,Daniel Anderson,Test,Test,Test,Test,S97 3FX,,,BKIT,,10,200,0,0,0,0,0,0,,,,,,14122022,0,0,,AXD001,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 40,,,
,,14122022,51,51,,,Graham Laight,Test,Test,Test,Test,DA17 5AU,,,BKSL,14:00,0,0,0,0,0,0,0,0,, ,,,,14122022,10,50,,APL001,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 41,,,
,,14122022,51,51,,,Barry White,Test,Test,Test,Test,LL43 2AJ,,,DDAM,,1,200,2,500,0,0,0,0,,,9032022,,,14122022,0,0,,RINK01,,,,,,,,0,0,0,0,,,,TEST 42,,,
,,14122022,51,51,,,Kerry Woods,Test,Test,Test,Test,BS16 3TT,,,DDAT,,4,400,0,0,0,0,0,0,,,10032022,,,14122022,0,0,,PIPE01,,,,,,,,0,0,0,0,,,,TEST 43,,,
,,14122022,51,51,,,Kevin Holland,Test,Test,Test,Test,SP2 0JH,,,DDAY,,0,0,5,700,0,0,0,0,,,9032022,,,14122022,0,0,,PHEEB1,,,,,,,,0,0,0,0,,,,TEST 44,,,
,,14122022,51,51,,,Colby Covington,Test,Test,Test,Test,DA17 5DB,,,NDTL,,1,100,2,200,3,300,4,400,,,,,,14122022,0,0,,ZCUTTLE,,,,,,,,0,0,0,0,,,,TEST 45,,,
,,14122022,51,51,,,Greg McRobert,Test,Test,Test,Test,B76 9EH,,,ND,,3,400,0,0,0,0,0,0,,,,,,14122022,0,0,,KES001,,,,,,,,0,0,0,0,,,,TEST 46,,,
,,14122022,51,51,,,Stevie Orbell,Test,Test,Test,Test,SA71 4TA,,,EC,,10,400,0,0,0,0,0,0,,,,,,14122022,0,0,,AXD001,,,,,,,,0,0,0,0,,,,TEST 47,,,
,,14122022,51,51,,,Jordan Bulpitt,Test,Test,Test,Test,BN3 8PP,,,AM,,0,0,1,700,0,0,0,0,,,,,,14122022,0,0,,APL001,,,,,,,,0,0,0,0,,,,TEST 48,,,
,,14122022,51,51,,,Daniel Anderson,Test,Test,Test,Test,TF2 8BN,,,AMTL,,1,200,1,500,1,200,1,1000,,,,,,14122022,0,0,,RINK01,,,,,,,,0,0,0,0,,,,TEST 49,,,
,,14122022,51,51,,,Graham Laight,Test,Test,Test,Test,HP9 2QA,,,BKIN,,1,200,1,400,0,0,0,0,,,,,,14122022,0,0,,PIPE01,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 50,,,
,,14122022,51,51,,,Barry White,Test,Test,Test,Test,S97 3FX,,,BKIT,,10,200,0,0,0,0,0,0,,,,,,14122022,0,0,,PHEEB1,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 51,,,
,,14122022,51,51,,,Kerry Woods,Test,Test,Test,Test,DA17 5AU,,,BKSL,14:00,0,0,0,0,0,0,0,0,, ,,,,14122022,10,50,,ZCUTTLE,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 52,,,
,,14122022,51,51,,,Kevin Holland,Test,Test,Test,Test,LL43 2AJ,,,DDAM,,1,200,2,500,0,0,0,0,,,9032022,,,14122022,0,0,,KES001,,,,,,,,0,0,0,0,,,,TEST 53,,,
,,14122022,51,51,,,Colby Covington,Test,Test,Test,Test,BS16 3TT,,,DDAT,,4,400,0,0,0,0,0,0,,,10032022,,,14122022,0,0,,AXD001,,,,,,,,0,0,0,0,,,,TEST 54,,,
,,14122022,51,51,,,Greg McRobert,Test,Test,Test,Test,SP2 0JH,,,DDAY,,0,0,5,700,0,0,0,0,,,9032022,,,14122022,0,0,,APL001,,,,,,,,0,0,0,0,,,,TEST 55,,,
,,14122022,51,51,,,Stevie Orbell,Test,Test,Test,Test,DA17 5DB,,,NDTL,,1,100,2,200,3,300,4,400,,,,,,14122022,0,0,,RINK01,,,,,,,,0,0,0,0,,,,TEST 56,,,
,,14122022,51,51,,,Jordan Bulpitt,Test,Test,Test,Test,B76 9EH,,,ND,,3,400,0,0,0,0,0,0,,,,,,14122022,0,0,,PIPE01,,,,,,,,0,0,0,0,,,,TEST 57,,,
,,14122022,51,51,,,Daniel Anderson,Test,Test,Test,Test,SA71 4TA,,,EC,,10,400,0,0,0,0,0,0,,,,,,14122022,0,0,,PHEEB1,,,,,,,,0,0,0,0,,,,TEST 58,,,
,,14122022,51,51,,,Graham Laight,Test,Test,Test,Test,BN3 8PP,,,AM,,0,0,1,700,0,0,0,0,,,,,,14122022,0,0,,ZCUTTLE,,,,,,,,0,0,0,0,,,,TEST 59,,,
,,14122022,51,51,,,Barry White,Test,Test,Test,Test,TF2 8BN,,,AMTL,,1,200,1,500,1,200,1,1000,,,,,,14122022,0,0,,KES001,,,,,,,,0,0,0,0,,,,TEST 60,,,
,,14122022,51,51,,,Kerry Woods,Test,Test,Test,Test,HP9 2QA,,,BKIN,,1,200,1,400,0,0,0,0,,,,,,14122022,0,0,,AXD001,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 61,,,
,,14122022,51,51,,,Kevin Holland,Test,Test,Test,Test,S97 3FX,,,BKIT,,10,200,0,0,0,0,0,0,,,,,,14122022,0,0,,APL001,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 62,,,
,,14122022,51,51,,,Colby Covington,Test,Test,Test,Test,DA17 5AU,,,BKSL,14:00,0,0,0,0,0,0,0,0,, ,,,,14122022,10,50,,RINK01,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 63,,,
,,14122022,51,51,,,Greg McRobert,Test,Test,Test,Test,LL43 2AJ,,,DDAM,,1,200,2,500,0,0,0,0,,,9032022,,,14122022,0,0,,PIPE01,,,,,,,,0,0,0,0,,,,TEST 64,,,
,,14122022,51,51,,,Stevie Orbell,Test,Test,Test,Test,BS16 3TT,,,DDAT,,4,400,0,0,0,0,0,0,,,10032022,,,14122022,0,0,,PHEEB1,,,,,,,,0,0,0,0,,,,TEST 65,,,
,,14122022,51,51,,,Jordan Bulpitt,Test,Test,Test,Test,SP2 0JH,,,DDAY,,0,0,5,700,0,0,0,0,,,9032022,,,14122022,0,0,,ZCUTTLE,,,,,,,,0,0,0,0,,,,TEST 66,,,
,,14122022,51,51,,,Daniel Anderson,Test,Test,Test,Test,DA17 5DB,,,NDTL,,1,100,2,200,3,300,4,400,,,,,,14122022,0,0,,KES001,,,,,,,,0,0,0,0,,,,TEST 67,,,
,,14122022,51,51,,,Graham Laight,Test,Test,Test,Test,B76 9EH,,,ND,,3,400,0,0,0,0,0,0,,,,,,14122022,0,0,,AXD001,,,,,,,,0,0,0,0,,,,TEST 68,,,
,,14122022,51,51,,,Barry White,Test,Test,Test,Test,SA71 4TA,,,EC,,10,400,0,0,0,0,0,0,,,,,,14122022,0,0,,APL001,,,,,,,,0,0,0,0,,,,TEST 69,,,
,,14122022,51,51,,,Kerry Woods,Test,Test,Test,Test,BN3 8PP,,,AM,,0,0,1,700,0,0,0,0,,,,,,14122022,0,0,,RINK01,,,,,,,,0,0,0,0,,,,TEST 70,,,
,,14122022,51,51,,,Kevin Holland,Test,Test,Test,Test,TF2 8BN,,,AMTL,,1,200,1,500,1,200,1,1000,,,,,,14122022,0,0,,PIPE01,,,,,,,,0,0,0,0,,,,TEST 71,,,
,,14122022,51,51,,,Colby Covington,Test,Test,Test,Test,HP9 2QA,,,BKIN,,1,200,1,400,0,0,0,0,,,,,,14122022,0,0,,PHEEB1,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 72,,,
,,14122022,51,51,,,Greg McRobert,Test,Test,Test,Test,S97 3FX,,,BKIT,,10,200,0,0,0,0,0,0,,,,,,14122022,0,0,,ZCUTTLE,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 73,,,
,,14122022,51,51,,,Stevie Orbell,Test,Test,Test,Test,DA17 5AU,,,BKSL,14:00,0,0,0,0,0,0,0,0,, ,,,,14122022,10,50,,KES001,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 74,,,
,,14122022,51,51,,,Jordan Bulpitt,Test,Test,Test,Test,LL43 2AJ,,,DDAM,,1,200,2,500,0,0,0,0,,,9032022,,,14122022,0,0,,AXD001,,,,,,,,0,0,0,0,,,,TEST 75,,,
,,14122022,51,51,,,Daniel Anderson,Test,Test,Test,Test,BS16 3TT,,,DDAT,,4,400,0,0,0,0,0,0,,,10032022,,,14122022,0,0,,APL001,,,,,,,,0,0,0,0,,,,TEST 76,,,
,,14122022,51,51,,,Graham Laight,Test,Test,Test,Test,SP2 0JH,,,DDAY,,0,0,5,700,0,0,0,0,,,9032022,,,14122022,0,0,,RINK01,,,,,,,,0,0,0,0,,,,TEST 77,,,
,,14122022,51,51,,,Barry White,Test,Test,Test,Test,DA17 5DB,,,NDTL,,1,100,2,200,3,300,4,400,,,,,,14122022,0,0,,PIPE01,,,,,,,,0,0,0,0,,,,TEST 78,,,
,,14122022,51,51,,,Kerry Woods,Test,Test,Test,Test,B76 9EH,,,ND,,3,400,0,0,0,0,0,0,,,,,,14122022,0,0,,PHEEB1,,,,,,,,0,0,0,0,,,,TEST 79,,,
,,14122022,51,51,,,Kevin Holland,Test,Test,Test,Test,SA71 4TA,,,EC,,10,400,0,0,0,0,0,0,,,,,,14122022,0,0,,ZCUTTLE,,,,,,,,0,0,0,0,,,,TEST 80,,,
,,14122022,51,51,,,Colby Covington,Test,Test,Test,Test,BN3 8PP,,,AM,,0,0,1,700,0,0,0,0,,,,,,14122022,0,0,,KES001,,,,,,,,0,0,0,0,,,,TEST 81,,,
,,14122022,51,51,,,Greg McRobert,Test,Test,Test,Test,TF2 8BN,,,AMTL,,1,200,1,500,1,200,1,1000,,,,,,14122022,0,0,,AXD001,,,,,,,,0,0,0,0,,,,TEST 82,,,
,,14122022,51,51,,,Stevie Orbell,Test,Test,Test,Test,HP9 2QA,,,BKIN,,1,200,1,400,0,0,0,0,,,,,,14122022,0,0,,APL001,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 83,,,
,,14122022,51,51,,,Jordan Bulpitt,Test,Test,Test,Test,S97 3FX,,,BKIT,,10,200,0,0,0,0,0,0,,,,,,14122022,0,0,,RINK01,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 84,,,
,,14122022,51,51,,,Daniel Anderson,Test,Test,Test,Test,DA17 5AU,,,BKSL,14:00,0,0,0,0,0,0,0,0,, ,,,,14122022,10,50,,PIPE01,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 85,,,
,,14122022,51,51,,,Graham Laight,Test,Test,Test,Test,LL43 2AJ,,,DDAM,,1,200,2,500,0,0,0,0,,,9032022,,,14122022,0,0,,PHEEB1,,,,,,,,0,0,0,0,,,,TEST 86,,,
,,14122022,51,51,,,Barry White,Test,Test,Test,Test,BS16 3TT,,,DDAT,,4,400,0,0,0,0,0,0,,,10032022,,,14122022,0,0,,ZCUTTLE,,,,,,,,0,0,0,0,,,,TEST 87,,,
,,14122022,51,51,,,Kerry Woods,Test,Test,Test,Test,SP2 0JH,,,DDAY,,0,0,5,700,0,0,0,0,,,9032022,,,14122022,0,0,,KES001,,,,,,,,0,0,0,0,,,,TEST 88,,,
,,14122022,51,51,,,Kevin Holland,Test,Test,Test,Test,DA17 5DB,,,NDTL,,1,100,2,200,3,300,4,400,,,,,,14122022,0,0,,AXD001,,,,,,,,0,0,0,0,,,,TEST 89,,,
,,14122022,51,51,,,Colby Covington,Test,Test,Test,Test,B76 9EH,,,ND,,3,400,0,0,0,0,0,0,,,,,,14122022,0,0,,APL001,,,,,,,,0,0,0,0,,,,TEST 90,,,
,,14122022,51,51,,,Greg McRobert,Test,Test,Test,Test,SA71 4TA,,,EC,,10,400,0,0,0,0,0,0,,,,,,14122022,0,0,,RINK01,,,,,,,,0,0,0,0,,,,TEST 91,,,
,,14122022,51,51,,,Stevie Orbell,Test,Test,Test,Test,BN3 8PP,,,AM,,0,0,1,700,0,0,0,0,,,,,,14122022,0,0,,PIPE01,,,,,,,,0,0,0,0,,,,TEST 92,,,
,,14122022,51,51,,,Jordan Bulpitt,Test,Test,Test,Test,TF2 8BN,,,AMTL,,1,200,1,500,1,200,1,1000,,,,,,14122022,0,0,,PHEEB1,,,,,,,,0,0,0,0,,,,TEST 93,,,
,,14122022,51,51,,,Daniel Anderson,Test,Test,Test,Test,HP9 2QA,,,BKIN,,1,200,1,400,0,0,0,0,,,,,,14122022,0,0,,ZCUTTLE,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 94,,,
,,14122022,51,51,,,Graham Laight,Test,Test,Test,Test,S97 3FX,,,BKIT,,10,200,0,0,0,0,0,0,,,,,,14122022,0,0,,KES001,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 95,,,
,,14122022,51,51,,,Barry White,Test,Test,Test,Test,DA17 5AU,,,BKSL,14:00,0,0,0,0,0,0,0,0,, ,,,,14122022,10,50,,AXD001,test,0121 313 4000,,,,,,0,0,0,0,,,,TEST 96,,,
,,14122022,51,51,,,Kerry Woods,Test,Test,Test,Test,LL43 2AJ,,,DDAM,,1,200,2,500,0,0,0,0,,,9032022,,,14122022,0,0,,APL001,,,,,,,,0,0,0,0,,,,TEST 97,,,
,,14122022,51,51,,,Kevin Holland,Test,Test,Test,Test,BS16 3TT,,,DDAT,,4,400,0,0,0,0,0,0,,,10032022,,,14122022,0,0,,RINK01,,,,,,,,0,0,0,0,,,,TEST 98,,,
,,14122022,51,51,,,Colby Covington,Test,Test,Test,Test,SP2 0JH,,,DDAY,,0,0,5,700,0,0,0,0,,,9032022,,,14122022,0,0,,PIPE01,,,,,,,,0,0,0,0,,,,TEST 99,,,
,,14122022,51,51,,,Robert Haigh,Test,Test,Test,Test,DA17 5DB,,,NDTL,,1,100,2,200,3,300,4,400,,,,,,14122022,0,0,,PHEEB1,,,,,,,,0,0,0,0,,,,TEST 100,,,
